sha,filename,url,lines,title,comment,priority,category,additional,id,private
"1934f087c2eb2285afbd384a5f9a782d7229d15d","\index.html","","160:26-160:26","Notities Jeroen 18-05-2022","id zonder js prefix. Ik zou js-- iets doen\nIk zie geen <main> op je pagina. Aangezien je ook een <header> hebt.\nGeen <header> in <header> \nGeen <nav> tag voor navigatie, die moet je nog toevoegen\n3x een h1, zorg dat je 1x een h1 op je pagina hebt\nWeer een h1 in je services, ook in projects\nproject info kan je beter een lijstje van maken, alle projecten in een lijst(ul)\nalt teksten zijn niet aanwezig of niet goed\n\n","0","Code-Style","","06b2a3a5-5311-4d40-b9f5-e735f214be0e","0"
